level_0,index,ID,Doc ID,Sentence,Sen_ID,Emiten Code,Emiten Name,Label
1038,1439,2178,760, jasa marga persero  jsmr anggota indeks kompas naik ,16,JSMR,Jasa Marga (Persero) Tbk. [S],1
1039,53,79,15,smgr milik unggul berkat status bumn minta semen proyek infrastruktur cenderung lebih banyak arah emiten,21,SMGR,Semen Indonesia (Persero) Tbk. [S],1
1042,682,969,338,namun atur baru terap bobot indf naik jadi  icbp turun jadi ,11,INDF,Indofood Sukses Makmur Tbk. [S],1
1043,1332,2026,694, saham media nusantara citra mncn posisi delap nilai beli bersih asing besar  miliar,18,MNCN,Media Nusantara Citra Tbk. [S],1
1044,2817,4020,1483,refinancing utang ringan beban bunga smgr tahun datang meski beri tekan bottom line usaha ungkap fahressi riset agustus,17,SMGR,Semen Indonesia (Persero) Tbk. [S],1
1046,508,730,243,dasar sumber tahu soal rights issue sebut lpkr raup dana segar  juta  triliun kurs,6,LPKR,Lippo Karawaci Tbk. [S],1
1048,2510,3649,1354,dengan fasilitas tunjang upa area produksi area workshop area olah limbah wsbp rencana ekspansi milik dermaga sendiri,15,WSBP,Waskita Beton Precast Tbk.,1
1049,2838,4046,1490,hingga paruh pertama tahun pgas bangun pipa transmisi distribusi investasi hulu saka energi kembang lapang minyak  migas,11,PGAS,Perusahaan Gas Negara (Persero) Tbk. [S],1
1052,1221,1883,660,saham beli bersih besar asing bank rakyat indonesia  bbri  miliar united tractors  untr  miliar indo tambangraya megah  itmg  miliar,22,UNTR,United Tractors Tbk. [S]	,1
1053,884,1295,463,adapun usaha hasil jaga laba bersih adaro energy  adro bukit asam  ptba indika energy  indy petrosea  ptro,21,INDY,Indika Energy Tbk.,1
1054,138,202,52,untuk wawan saran investor takut laku beli saham asri bagi besar portofolio bentuk rumah mewah,28,ASRI,Alam Sutera Reality Tbk. [S],1
1055,933,1413,504,analis binaartha sekuritas muhammad naf  kata pola bullish spinning  candle saham bmri tahan tutup sore peluang jadi kuat hari esok buka lebar selain gagal sistem buat saldo nasabah bank mandiri error nilai terlalu jadi sentimen negatif saham,7,BMRI,Bank Mandiri (Persero) Tbk.,1
1056,135,194,50,excl mungkin lebih cenderung ganti spektrum jaring jaring ketimbang -joran bangun  baru terang michael,25,EXCL,XL Axiata Tbk.,1
1057,1282,1966,685,begitu selvi saran beli saham asi target,36,ASII,Astra International Tbk. [S],1
1059,687,975,338,dengan suria rekomendasi beli saham indf target harga level,17,INDF,Indofood Sukses Makmur Tbk. [S],1
1060,156,233,56,handala mandala sampoerna  hmsp catat dapat sewa aset upa gudang pakai,4,HMSP,HM Sampoerna Tbk.,1
1061,2921,4165,1529,baca juga bunga gunting  saham bank rekomendasi analis beda hal bank mandiri  bmri bank central asia  bbca milik dana murah cukup besar,16,BBCA,Bank Central Asia Tbk.,1
1062,3072,4346,1613,baca juga kerja indeks idx lambat reksadana bas indeks dampak selain saham rekomendasi naf chris lihat bbtn bmtr indy ptba tins layak jadi tambah portofolio investor,17,PTBA,Tambang Batubara Bukit Asam (Persero) Tbk. [S],1
1064,1326,2020,693,namun price earning ratio  saham cpin masuk tinggi besar  kali,13,CPIN,Charoen Pokphand Indonesia Tbk. [S],1
1066,3005,4260,1562,saham beli bersih besar asing gudang garam  ggrm  miliar indofood sukses makmur  indf  miliar astra international  asi  miliar,18,INDF,Indofood Sukses Makmur Tbk. [S],1
1068,2576,3735,1379,medc gera harga tahan atas garis bawah bollinger belum lihat pola bullish inverted hammer candle indikasi ada potensi stimulus beli,48,MEDC,Medco Energi Internasional Tbk,1
1069,1453,2194,766, saham bmri tutup naik  saham daam hari,18,BMRI,Bank Mandiri (Persero) Tbk.,1
1071,2113,3110,1136,tekan harga batubara buat indy terus lihat peluang tumbuh sempat usaha baik organik maupun anorganik masuk luar sektor batubara,6,INDY,Indika Energy Tbk.,1
1076,2498,3635,1350,sementara direktur utama ptpp lukman hidayat nyata persero ambisi jadi main besar lini bisnis sistem sedia  minum spam,15,PTPP,PP (Persero) Tbk. [S],1
1077,2060,3034,1113,selain rekomendasi  weakness saham smbr inkp,30,INKP,Indah Kiat Pulp & Paper,1
1080,408,586,171,sedang saham perhati reliance sekuritas inkp tkim bbni asi inco rals,31,BBNI,Bank Negara Indonesia (Persero) Tbk.,1
1081,1100,1693,602,kemarin harga saham hmsp tutup naik  jadi   saham,15,HMSP,HM Sampoerna Tbk.,1
1083,2090,3077,1131,saham chandra asri petrochemical  tpia capai level tinggi panjang sejarah hari,4,TPIA,Chandra Asri Petrochemical Tbk.,1
1084,2821,4024,1483,sementara meilki rekomendasi hold saham smgr target harga,24,SMGR,Semen Indonesia (Persero) Tbk. [S],1
1085,1729,2586,916,klbf lalu anak usaha terus giat diversifikasi produk hadap saing ketat dunia farmasi,17,KLBF,Kalbe Farma Tbk. [S],1
1088,868,1272,453,indf buka atas harga tutup hari belum tepat harga,27,INDF,Indofood Sukses Makmur Tbk. [S],1
1090,2401,3503,1308,sudah investor tarik beli ruas jalan  milik waskita karya  wskt,4,WSKT,Waskita Karya (Persero) Tbk. [S],1
1094,2023,2980,1087,namun rekomendasi  weakness medc target harga   saham,27,MEDC,Medco Energi Internasional Tbk,1
1095,1730,2587,916,baca juga bpjs sehat defisit medikaloka hermina heal optimistis arus  aman mulia bilang pabrik klbf cikarang  produksi obat generik lalu anak usaha hexpharm jaya,19,KLBF,Kalbe Farma Tbk. [S],1
1096,487,699,234,saham beli bersih besar asing bank mandiri  bmri  miliar bank rakyat indonesia  bbri  miliar mncn  miliar,18,BMRI,Bank Mandiri (Persero) Tbk.,1
1097,2629,3802,1407,baca juga investor asing  cepat jual saham bank   saham bank  bbca dengan laba bersih  saham   price earning ratio  saham bbri  kali adapun rasio harga saham bank bumn nilai buku  kali,22,BBRI,Bank Rakyat Indonesia (Persero) Tbk.,1
1099,49,74,14,gudang garam  ggrm bagi dividen,4,GGRM,Gudang Garam Tbk.,1
1101,1888,2814,1022,pada periode sama tahun belum laba bersih ggrm besar  triliun,8,GGRM,Gudang Garam Tbk.,1
1103,119,170,49,belum trafik layan data excl tingkat hingga banding hari biasa,13,EXCL,XL Axiata Tbk.,1
1104,1193,1851,644,baca juga media nusantara citra mncn buku dapat  triliun kuartal - sementara laba bersih usaha naik   jadi  miliar  miliar periode tahun belum,17,MNCN,Media Nusantara Citra Tbk. [S],1
1105,3162,4464,1670,baca juga adaro energy adro anggar capex hingga  juta kait  terbit surat utang adro sejati milik butuh desak biaya refinancing bahkan lunas utang,27,ADRO,Adaro Energy Tbk [S],1
1107,430,617,180,sedang chris rekomendasi saham hmsp teknikal murah ptba tlkm milik kerja baik tahun berkat proyek bangun inrastruktur telekomunikasi palapa ring,27,TLKM,Telekomunikasi Indonesia (Persero) Tbk. [S],1
1110,911,1381,486,selain kresna sekuritas rekomendasi speculative  spekulatif beli saham lpkr target harga   saham,14,LPKR,Lippo Karawaci Tbk. [S],1
1111,2771,3970,1473,sementara naf rekomendasi akumulasi beli saham bbni bbtn,41,BBNI,Bank Negara Indonesia (Persero) Tbk.,1
1112,652,915,314,saham beli bersih besar asing astra international  asi  miliar telekomunikasi indonesia  tlkm  miliar bank mandiri  bmri  miliar,19,BMRI,Bank Mandiri (Persero) Tbk.,1
1113,1663,2491,878,baca juga tiga saham turun rekam bmri bbri bbni bbtn bbca  saham bbri buka atas harga tutup hari belum tepat harga,9,BMRI,Bank Mandiri (Persero) Tbk.,1
1115,1275,1958,683,baca juga pasuk semester antam antm fokus awal proyek hilir dengan tingkat produksi feronikel antam volume jual bijih nikel capai  juta  lebih besar volume jual januari-  besar  juta ,20,ANTM,Aneka Tambang Tbk. [S],1
1121,1087,1676,591,sedang paula milik alas hold risiko leverage indosat lebih tinggi banding tlkm excl,30,EXCL,XL Axiata Tbk.,1
1125,2800,4003,1482,gudang garam  ggrm anggota indeks kompas respons rencana perintah naik tarif cukai hasil tembakau ,4,GGRM,Gudang Garam Tbk.,1
1129,2790,3990,1479,akra bangun kawasan labuh atas lahan luas  hektare kawasan rumah luas  hektare,23,AKRA,AKR Corporindo Tbk. [S],1
1130,1655,2481,875,baca juga saham bbca bank  naik    baru  ikut saham jadi  losers dagang selasa ,10,BBCA,Bank Central Asia Tbk.,1
1134,1875,2800,1013,saham beli bersih besar asing telekomunikasi indonesia  tlkm  miliar bank mandiri  bmri  miliar bank rakyat indonesia  bbri  miliar,20,BBRI,Bank Rakyat Indonesia (Persero) Tbk.,1
1135,2311,3375,1259,baca juga ptpp luas portofolio bisnis kerjasama strategis andrey kata ptpp rupa bagi holding company rumah oleh prioritas rencana pindah  kota sebut,10,PTPP,PP (Persero) Tbk. [S],1
1137,2343,3425,1288,usaha  negara  pgas layan lebih ,4,PGAS,Perusahaan Gas Negara (Persero) Tbk. [S],1
1139,2532,3674,1357,adapun anak usaha direktur icbp hendra widjaja tutur realisasi belanja modal icbp panjang semester  besar triliun butuh tambah kapasitas proyek tahun lalu,28,ICBP,Indofood CBP Sukses Makmur Tbk. [S],1
1140,584,830,276,meski catat merah saham cpin pek akhir catat naik ,20,CPIN,Charoen Pokphand Indonesia Tbk. [S],1
1141,100,149,39,adapun wsbp tahun lalu buku laba capai  triliun naik tahun belum,17,WSBP,Waskita Beton Precast Tbk.,1
1142,2132,3131,1139,lanjar rekomendasi inkp tkim wton main ggrm hmsp bbni bmri pgas adro adhi scma akumulasi esok hari,26,HMSP,HM Sampoerna Tbk.,1
1143,1184,1832,641,baca juga  kocok ulang huni idx daftar lengkap yosua nilai inkp kuat wilayah domestik asia,27,INKP,Indah Kiat Pulp & Paper,1
1144,1744,2602,927,sementara saham unilever indonesia  unvr hasil kuat  jadi,12,UNVR,Unilever Indonesia Tbk. [S],1
1145,2504,3643,1352,direktur indf thomas tjie jelas proses  back selesai baru capai total saham ifar,14,INDF,Indofood Sukses Makmur Tbk. [S],1
1151,1639,2454,863,meski liabilitas ggrm sendiri kurang,27,GGRM,Gudang Garam Tbk.,1
1158,1261,1943,680,baca juga bobot free float   pasti sampoerna hmsp masuk daftar lq namun mungkir harga hmsp memang sedang alami tekan,13,HMSP,HM Sampoerna Tbk.,1
1159,535,767,246,baca juga hary tanoe tengah negosiasi walt disney analis  saham mncn,17,MNCN,Media Nusantara Citra Tbk. [S],1
1160,770,1114,387, rekomendasi investor koleksi saham adhi karya  adhi wijaya karya  wika summarecon agung  smra ciputra development  ctra bank negara indonesia  bbni,22,ADHI,Adhi Karya (Persero) Tbk. [S],1
1161,943,1425,505,jumat  harga saham bbca naik  jadi,11,BBCA,Bank Central Asia Tbk.,1
1162,2759,3958,1471,sembilan saham pnbn btps tops jpfa tara sril soci issp fren masuk jadi anggota baru ftse global equity index series asia pacific -japan china regional index  september ,4,SRIL,Sri Rejeki Isman Tbk.,1
1166,1912,2841,1030,baca juga waskita wskt terbit global bond triliun dari,22,WSKT,Waskita Karya (Persero) Tbk. [S],1
1168,1524,2284,793,richard bilang depan kombinasi investasi tingkat tawar barang dagang analisa kampanye pasar lebih arah beri fondasi kuat tumbuh lppf masa depan,18,LPPF,Matahari Department Store Tbk. [S],1
1169,1818,2730,988,rabu  saham bank tabung negara persero bbtn tutup naik,4,BBTN,Bank Tabungan Indonesia (Persero) Tbk.,1
1171,1543,2304,801,saat margin laba bersih hmsp cukup sehat atas rata besar,19,HMSP,HM Sampoerna Tbk.,1
1172,993,1506,528,chris rekomendasi investor  bbca target harga hingga akhir tahun,26,BBCA,Bank Central Asia Tbk.,1
1173,834,1219,443,untuk investor asing buku beli bersih alias   saham bbca besar  miliar,18,BBCA,Bank Central Asia Tbk.,1
1176,3048,4313,1593,lebih lanjut chris rekomendasi itmg ptba turun batubara mulai batas,15,ITMG,Indo Tambangraya Megah Tbk,1
1179,1802,2683,963, rejeki isman  sril matahari department store lppf adaro energy  adro ada posisi tiga pertama daftar saham lq  positif kecil rurut masing-masing  kali  kali  kali,12,ADRO,Adaro Energy Tbk [S],1
1182,309,454,101,akhir medco energi internasional  medc target harga  ,38,MEDC,Medco Energi Internasional Tbk,1
1183,1694,2534,903,pada periode april hingga juni  produksi nikel emiten kode saham inco tingkat  jadi,6,INCO,Vale Indonesia Tbk. [S],1
1186,2823,4026,1483,hari harga saham smgr naik ,27,SMGR,Semen Indonesia (Persero) Tbk. [S],1
1189,2146,3147,1151, saham  gainers lq indah kiat pulp  paper  inkp naik ,14,INKP,Indah Kiat Pulp & Paper,1
1190,2207,3228,1200,baca juga kisah  semen indonesia smgr bumn pertama bursa efek naik jual jadi  jual batubara bahan bakar,6,SMGR,Semen Indonesia (Persero) Tbk. [S],1
1191,1071,1629,582,semen gresik smgr dapat kucur sindikasi tujuh perban antara bank plat merah bank negara indonesia  bbni bank mandiri persero  bmri,6,SMGR,Semen Indonesia (Persero) Tbk. [S],1
1194,166,248,57,untuk proyek properti asya asi mulai bangun kluster rumah tapak jakarta garden city jakarta timur,12,ASII,Astra International Tbk. [S],1
1196,610,866,295,baca juga pekan depan ihsg prediksi lanjut turun simak rekomendasi analis selain dua proyek sebut wsbp pasok beberapa proyek  depok-antasari proyek jalan  kdayu agung betung proyek pantai indah kapuk proyek jembatan patimban,18,WSBP,Waskita Beton Precast Tbk.,1
1199,2358,3446,1290,dasar terang resmi wsbp porsi kontrak baru pasar eksternal kelola wsbp juli  tingkat,16,WSBP,Waskita Beton Precast Tbk.,1
1200,2981,4235,1547,medc tegas lunas utang laku sesuai jadwal jatuh tempo,22,MEDC,Medco Energi Internasional Tbk,1
1202,1334,2028,694,posisi - saham  rejeki isman sril nilai beli bersih asing besar  miliar,20,SRIL,Sri Rejeki Isman Tbk.,1
1203,2584,3746,1382,dapat bsde semester - catat besar  triliun,9,BSDE,Bumi Serpong Damai Tbk. [S],1
1206,2924,4168,1534,lama periode april hingga juni produksi nikel inco capai,5,INCO,Vale Indonesia Tbk. [S],1
1207,1919,2848,1032,adapun marketing sales oleh asri semester satu besar  triliun,21,ASRI,Alam Sutera Reality Tbk. [S],1
1208,272,390,87,sementara telekomunikasi indonesia  tlkm anggota indeks kompas rencana tambah  baru banyak,33,TLKM,Telekomunikasi Indonesia (Persero) Tbk. [S],1
1209,2359,3447,1290,pada juli  wsbp dapat kontrak baru asal pasar eksternal porsi lebih besar banding tahun belum,17,WSBP,Waskita Beton Precast Tbk.,1
1210,1052,1590,563,sama saham bbni benar market optimis awal dagang bmri,32,BMRI,Bank Mandiri (Persero) Tbk.,1
1212,1188,1836,641,yaki saran  harga inkp murah ,37,INKP,Indah Kiat Pulp & Paper,1
1213,1898,2824,1022,samping hmsp memang kembang segmen  utama milik kandung  tinggi konsumsi terus tumbuh lima tahun akhir,27,HMSP,HM Sampoerna Tbk.,1
1215,3167,4472,1674, baca juga simak rekomendasi saham eraa tins wton pwon hari saham  gainers lq surya citra media  scma naik ,15,SCMA,Surya Citra Media Tbk.],1
1223,1687,2526,896,saham beli bersih besar asing bank central asia  bbca  miliar sampoerna  hmsp  miliar intiland development  dild  miliar,24,BBCA,Bank Central Asia Tbk.,1
1224,2768,3967,1473,  saham bank negara indonesia  bbni naik  level,21,BBNI,Bank Negara Indonesia (Persero) Tbk.,1
1225,2863,4074,1496,meski pinjam bank vidjongtius nyata klbf manfaat dana  internal,18,KLBF,Kalbe Farma Tbk. [S],1
1226,1134,1743,620,sedang enam huni baru idx global mediacom  bmtr bptn syariah  btps lippo karawaci  lpkr panin financial  pnlf sawit sumbermas sarana  ssms totalindo  persada  tops,9,LPKR,Lippo Karawaci Tbk. [S],1
1227,2069,3045,1122,baca juga genjot jumlah guna axiata excl harap kerja semester dongkrak bagai informasi segmen bisnis  ftth masuk dapat jasa telekomunikasi lain capai  miliar  juni ,16,EXCL,XL Axiata Tbk.,1
1228,1368,2088,717,baca juga indomobil multi jasa imjs optimis catat performa positif semester - bagaimana tahu emiten pasar modal keruk cuan tambang nikel aneka tambang persero  antm anggota indeks kompas vale indonesia  inco anggota indeks kompas,9,ANTM,Aneka Tambang Tbk. [S],1
1232,2975,4229,1547,baca juga soal lepas bagi aset ophir komentar medco energi medc untuk medc anggota indeks kompas terus komitmen laku deleveraging kurang jumlah utang hingga akhir ,11,MEDC,Medco Energi Internasional Tbk,1
1236,91,136,38,sekretaris usaha asri tony rudianto jelas kurs rupiah cenderung kuat hedging asri - cover variasi,5,ASRI,Alam Sutera Reality Tbk. [S],1
1238,740,1056,369,naf jago beberapa saham wijaya karya gedung  wege malindo feedmill  main elnusa  elsa surya citra media  scma wijaya karya beton  wton,31,ELSA,Elnusa Tbk. [S],1
1241,1367,2083,714,baca juga harga nikel stabil rekomendasi analis saham antm inco selain dapat pihak relas naik jadi,17,INCO,Vale Indonesia Tbk. [S],1
1242,1267,1950,682,baca juga hitung  free float laku bobot saham hmsp akan jatuh hmsp catat hasil jual bersih lama semester satu besar  triliun,8,HMSP,HM Sampoerna Tbk.,1
1244,3073,4347,1619,saham  gainers lq adaro energy  adro anggota indeks kompas naik ,14,ADRO,Adaro Energy Tbk [S],1
1245,967,1474,513,saham nasib nahas adro ptba united tractor  untr indo tambangraya megahtbk itmg waskita beton precast  wsbp adapun lima saham untung naik harga sril elnusa  elsa bank tabung negara  bbtn medco energy medc media nusantara citra  mncn,17,SRIL,Sri Rejeki Isman Tbk.,1
1246,1562,2325,808,posisi lanjut isi untr elsa wsbp itmg bbtn mncn medc,13,WSBP,Waskita Beton Precast Tbk.,1
1250,86,131,37,wika rupa pegang  saham wijaya karya realty,7,WIKA,Wijaya Karya (Persero) Tbk. [S],1
1252,2978,4232,1547,medc rencana cari alternatif dana seprti terbit obligasi cari pinjam,18,MEDC,Medco Energi Internasional Tbk,1
1255,462,658,207,saham beli bersih besar asing bank rakyat indonesia  bbri  miliar bank mandiri  bmri  miliar sarana menara nusantara  towr  miliar,16,BMRI,Bank Mandiri (Persero) Tbk.,1
1258,2106,3100,1133,bukit asam  ptba mulai rambah lini bisnis,4,PTBA,Tambang Batubara Bukit Asam (Persero) Tbk. [S],1
1259,407,585,171,sedang saham perhati reliance sekuritas inkp tkim bbni asi inco rals,31,ASII,Astra International Tbk. [S],1
1260,3021,4277,1583,baca juga produksi  sawit sumbermas ssms capai target premium analis phintraco sekuritas valdy kurniawan kata sektor  potensi alami baik kerja,13,SSMS,Sawit Sumbermas Sarana Tbk. [S],1
1263,1424,2161,748,saham beli bersih besar asing telekomunikasi indonesia  tlkm  miliar axiata  excl  miliar bank central asia  bbca  miliar,19,EXCL,XL Axiata Tbk.,1
1265,478,687,216,saham untung adro ptba united tractor  untr indo tambangraya megah  itmg elnusa  elsa bank tabung negara  bbtn medco energy medc waskita karya  wskt,15,WSKT,Waskita Karya (Persero) Tbk. [S],1
1268,765,1102,379,dalam riset   andy rekomendasi  saham inco target harga,47,INCO,Vale Indonesia Tbk. [S],1
1269,1105,1699,602,kemarin harga saham sril naik  jadi   saham,32,SRIL,Sri Rejeki Isman Tbk.,1
1272,390,561,159,kuat saham asi tolong ihsg jatuh terlalu,10,ASII,Astra International Tbk. [S],1
1273,2472,3608,1344,jual saham treasuri sebut buat ptba dapat capital gain besar harga rata beli,17,PTBA,Tambang Batubara Bukit Asam (Persero) Tbk. [S],1
1274,1677,2507,883, price earning ratio  saham bbca  kali,21,BBCA,Bank Central Asia Tbk.,1
1276,2689,3869,1445,clsa rekomendasi beli  saham adro,22,ADRO,Adaro Energy Tbk [S],1
1277,2202,3220,1198,produk sril ekspor lebih  negara segala segmen usia,9,SRIL,Sri Rejeki Isman Tbk.,1
1278,2460,3595,1341, kata recurring income jadi kunci kuat pwon semester pertama,13,INCO,Vale Indonesia Tbk. [S],1
1279,154,231,55,turut target sebut capai excl sempat sentuh angka,29,EXCL,XL Axiata Tbk.,1
1280,2946,4197,1539,baca juga adaro energy adro anggar capex hingga  juta akhir adaro tirta mandiri  bekerjasama insitut teknologi bandung kembang smart water meter alat catat  digital,18,ADRO,Adaro Energy Tbk [S],1
1281,2184,3194,1187,chris rekomendasi  saham dmas bsde target harga hingga akhir tahun masing-masing   saham,21,BSDE,Bumi Serpong Damai Tbk. [S],1
1284,1618,2425,855,laba icbp tumbuh signifikan tumbuh banyak digit,28,ICBP,Indofood CBP Sukses Makmur Tbk. [S],1
1285,2936,4185,1535,baca juga laba bersih wijaya karya wika tumbuh  semester - hingga pekan - agustus  kerja jalan  seksi laksana usaha capai  rencana selesai operasional bulan oktober  datang,15,WIKA,Wijaya Karya (Persero) Tbk. [S],1
1286,2289,3338,1248,apalagi bsde cukup punya banyak landbank kata jakarta jumat ,21,BSDE,Bumi Serpong Damai Tbk. [S],1
1287,1113,1710,613,baca juga ayam impor serbu indonesia minat saham cpin japfa  perlu khawatir premium kutip  pukul,9,CPIN,Charoen Pokphand Indonesia Tbk. [S],1
1292,405,583,161,satu saham mampu naik harga waskita beton precast  wsbp,17,WSBP,Waskita Beton Precast Tbk.,1
1294,694,986,340,jadi kalau  bulan depan kurs rupiah stabil sekarang mungkin indf bakal lebih untung kata hari,17,INDF,Indofood Sukses Makmur Tbk. [S],1
1295,61,93,22,yosua nyata smgr indocement tunggal prakarsa  intp emiten semen potensi raih kerja positif sisa tahun,21,INTP,Indocement Tunggal Prakasa Tbk. [S],1
1299,316,464,108,kemudian elnusa  elsa target harga   ,34,ELSA,Elnusa Tbk. [S],1
1300,3131,4430,1659,saham beli bersih besar asing telekomunikasi indonesia  tlkm  miliar axiata  excl  miliar untr  miliar,21,EXCL,XL Axiata Tbk.,1
1301,676,958,336,unilever indonesia  unvr rabu  luncur merek baru love beauty  planet ,4,UNVR,Unilever Indonesia Tbk. [S],1
1302,651,914,314,saham beli bersih besar asing astra international  asi  miliar telekomunikasi indonesia  tlkm  miliar bank mandiri  bmri  miliar,19,ASII,Astra International Tbk. [S],1
1305,509,731,243,baca juga raup dana triliun lewat rights issue saham lippo karawaci lpkr hijau dasar buka informasi bursa efek indonesia  dana rights issue guna bagai macam,9,LPKR,Lippo Karawaci Tbk. [S],1
1306,2911,4151,1526,pada semester pertama tahun lalu inco mampu cetak laba bersih besar  juta,25,INCO,Vale Indonesia Tbk. [S],1
1308,540,773,250,saham beli bersih besar asing mncn miliar bank mandiri  bmri  miliar bank rakyat indonesia  bbri  miliar,17,BMRI,Bank Mandiri (Persero) Tbk.,1
1309,129,182,50,catat kuartal satu lalu porsi dapat layan data capai  total dapat excl,7,EXCL,XL Axiata Tbk.,1
1310,2327,3399,1279,dasar lapor uang layan digital sumbang  triliun total dapat tlkm capai  triliun semester -,24,TLKM,Telekomunikasi Indonesia (Persero) Tbk. [S],1
1311,2129,3128,1139,lanjar rekomendasi inkp tkim wton main ggrm hmsp bbni bmri pgas adro adhi scma akumulasi esok hari,26,BBNI,Bank Negara Indonesia (Persero) Tbk.,1
1312,14,26,6,selain barak harrach wika percaya bangun,13,WIKA,Wijaya Karya (Persero) Tbk. [S],1
1314,1701,2548,909,wijaya karya persero  wika anggota indeks kompas hasil catat laba besar  triliun tumbuh  banding periode sama tahun  lalu year year   miliar,4,WIKA,Wijaya Karya (Persero) Tbk. [S],1
1315,1550,2313,804, achmad yaki  sekuritas baca juga harga nikel stabil rekomendasi analis saham antm inco,11,INCO,Vale Indonesia Tbk. [S],1
1318,1135,1744,620,sedang enam huni baru idx global mediacom  bmtr bptn syariah  btps lippo karawaci  lpkr panin financial  pnlf sawit sumbermas sarana  ssms totalindo  persada  tops,9,SSMS,Sawit Sumbermas Sarana Tbk. [S],1
1320,2262,3296,1229,rekomendasi saham wton ggrm hmsp bbtn bmri adro ptba scma adhi,20,BMRI,Bank Mandiri (Persero) Tbk.,1
1323,160,242,56,sedang panjang kuartal - dapat hmsp catat besar  triliun,27,HMSP,HM Sampoerna Tbk.,1
1325,3017,4272,1577,saham beli bersih besar asing gudang garam  ggrm  miliar axiata  excl  miliar puradelta lestari  dmas  miliar,20,GGRM,Gudang Garam Tbk.,1
1326,1577,2350,822,sementara saham lain perhati inkp wsbp hmsp pgas asi adro bsde,33,BSDE,Bumi Serpong Damai Tbk. [S],1
1328,2230,3253,1204,banding tutup hari belum harga saham bbtn naik ,9,BBTN,Bank Tabungan Indonesia (Persero) Tbk.,1
1331,2589,3751,1382,baca juga catat naik harga rekomendasi analis saham emiten grup sinar  bsde mangkas biaya iklan promosi komisi  miliar jadi  miliar,25,BSDE,Bumi Serpong Damai Tbk. [S],1
1332,1992,2935,1074,baca juga satu  pasar tutup saham emiten ayam cpin jpfa main kompak bangkit faktor stabil dollar impor harga kedelai pasok jagung kata direktur utama sierad produce sipd tommy wattimena hubung kontan,7,CPIN,Charoen Pokphand Indonesia Tbk. [S],1
1335,2086,3071,1128,baca juga laba turun meski dapat naik  rekomendasi saham indo tambangraya itmg premium kerjasama laku laku serta besar  juta saham nusantara resources limited nilai transaksi besar   juta tara,18,ITMG,Indo Tambangraya Megah Tbk,1
1336,848,1242,450,banding harga tutup kamis  saham inco naik ,13,INCO,Vale Indonesia Tbk. [S],1
1337,2818,4021,1483,oleh fahressi rekomendasi beli saham smgr target,18,SMGR,Semen Indonesia (Persero) Tbk. [S],1
1338,15,31,6,selain beberapa proyek investasi sektor energi tahan energi bakal kontribusi kontrak wika triliun kuartal -,20,WIKA,Wijaya Karya (Persero) Tbk. [S],1
1343,3047,4312,1593,sebab entitas anak usaha asi anggota indeks kompas dapat tingkat cukup besar pasca akuisisi tambang emas martabe tapanuli selatan,14,ASII,Astra International Tbk. [S],1
1344,2114,3112,1136,baca juga harga batubara anjlok indika energy indy  turun target produksi adapun tuju kembang bisnis jangka panjang beri nilai tambah optimal lanjut seluruh mang penting,8,INDY,Indika Energy Tbk.,1
1346,1505,2261,787,turut nico naik saham tlkm besar main lain porsi bisnis layan voice  tlkm lebih besar emiten operator telekomunikasi lain,19,TLKM,Telekomunikasi Indonesia (Persero) Tbk. [S],1
1349,2196,3212,1197,pada semester  jual bersih sril catat tingkat  jadi  juta,5,SRIL,Sri Rejeki Isman Tbk.,1
1350,852,1249,452,meski chris tetap rekomendasi investor  saham antm,9,ANTM,Aneka Tambang Tbk. [S],1
1351,1502,2258,787,turut analis panin sekuritas nico laurens saham isat excl naik dua saham masuk saham defensif,9,EXCL,XL Axiata Tbk.,1
1354,2772,3971,1473,sementara naf rekomendasi akumulasi beli saham bbni bbtn,41,BBTN,Bank Tabungan Indonesia (Persero) Tbk.,1
1355,2197,3213,1197,sisi bijak perintah bidang infrastruktur turut bantu proses distribusi produk sril,11,SRIL,Sri Rejeki Isman Tbk.,1
1356,1125,1732,614,dengan capai kerja semester - analis binaartha sekuritas naf  sebut prospek saham jsmr tunjuk tren naik,47,JSMR,Jasa Marga (Persero) Tbk. [S],1
1357,1823,2740,1001,baca juga buku laba bersih  miliar axiata excl balik rugi jadi untung untuk capai sebut axiata siap beberapa misi,6,EXCL,XL Axiata Tbk.,1
1358,2653,3829,1421,bsde target akhir tahun jaring marketing sales capai  triliun,14,BSDE,Bumi Serpong Damai Tbk. [S],1
1361,488,700,234,saham beli bersih besar asing bank mandiri  bmri  miliar bank rakyat indonesia  bbri  miliar mncn  miliar,18,MNCN,Media Nusantara Citra Tbk. [S],1
1364,1386,2112,726, ptpp terbit surat utang jangka tengah atawa medium term notes  nila  miliar,4,PTPP,PP (Persero) Tbk. [S],1
1365,113,164,48,harga saham cpin naik  level,7,CPIN,Charoen Pokphand Indonesia Tbk. [S],1
1366,2356,3444,1290,dengan fasilitas tunjang upa area produksi area workshop area olah limbah wsbp rencana ekspansi milik dermaga sendiri,13,WSBP,Waskita Beton Precast Tbk.,1
1367,1498,2253,785,baca juga saham  asi ggrm buru investor asing tengah aksi  sell ihsg telah agribisnis lini bisnis teknologi informasi alami turun laba cukup miliar jadi miliar,23,ASII,Astra International Tbk. [S],1
